clean,label
gaakan lagi belanja shope pas return barang rusak gabisa pakai sangat ribett padahal uang mau pake beli barang toko lain rugi waktuuu jual kocak masa ngirim barang ngga tes dulu jual ngeyel memang gitu pabrik kata kalo balikin dia rugi lah kocak mana beli mau kasih baranng rusakk,0
apk tolol jelek banding apk online shop lain mau cari produk aja susah ngelag apk ngelag tolol mendinga belanja tiktok shop aja lah ngelag,0
saran buat tambahin fitur arsip pesan selesai dalam arsip cari mudah pesan selesai,0
mau masuk akun sendiri aja sulit janji mau kirim jawab tentang lapor akun susah login lewat gmail sampai sekarang belum balas payah tim shopee serius dalam anang member susah login akun shopee sendiri,0
sangat mantap responnya jga cepat semua seller,0
alhamdulillaah beli kali pas dpt harga flash sale murah bgt gratis ongkir pula terimakasih shopee,1
lengkap semua bangus banget aplikasi cocok belanja online,0
nih apk keren semua barang gratis ongkir bagi akun udh dapat gelar seperti silver atu gold udh pasti dapat gratis ongkir,1
layan buruk kirim sangat buruk busuk shopee super buruk gak pernah bantu kait kendala alami konsumen bener busuk,0
retur barang tolak barang udah jual dibalikin akhir uang hangus barang dapet chat blm respon sama sekali gimana sih shopee,1
mantap sih perlu perhati dlm kirim selalu rawan pecah retak,0
mudah belanja tanpa haru pergi toko shopee kita tahu pesan sampai mana,0
lama guna aplikasi selalu sesuai butuh thanks,1
apk bagus banget diskon maen maen udah tahun pake apk hasil okkkkk,1
mantaaapp sesuai expektasi,1
lama banget semigu jangan instal,0
aplikasi sangat bantu,0
kenapa shoope laku metode bayar cod,0
aplikasi sebenernya oke tapi kenapa tiba spinjam spaylater tiba non aktif padahal lancar bayar,1
dulu beli banyak harga makin murah sekarang makin banyak makin mahal cuma beli aja belum lagi tiba tiba pemberitahuan janggal aktivitas curiga lama baru kali anggap aktivitas curiga padahal cuma beli biasa,1
sangat bantu dalam transaksi,1
saran utama kami dwilayah kalimantan agar kirim cepat hanya owner jakarta saja cepat datang tuk wilayah lain selain jakarta sampai hari baru tiba dtempat kami terimakasih shopee tuk layan,0
sangat menggangu sekali iring tiba muncul saat lagi buka aplikasi lain,0
toko online amanah murah berkwalitas,1
shoppe sekarang gajelas banyak jual tipu kembali nunggu sampe jual telah sampe penijual alas barang kirim beda padahal barang sama alhasil beli sangat rugi uang kembali barang kembali sama jual sungguh sangat rugi beli sistem kembali dana shoppe sekarang,0
poko mntapp,0
entah kenapa makin kesini shopee sistem bobrok banget kirim instant prioritas aja kirim terus auto cancle udh komplain ama toko nyata ulah apk bikin malu dah hapus saja kirim instant semua tokooo kecuali frozen food udah beberapa kali dah begini udh cape nunggu gataunya pas buka apk cancle zzttttt,0
seller banyak amanah voucher hilang lapor shopee sama aja barang keluar resi mau jemput kurir tiba tiba batal alas stock kosong gak masuk akal banget,1
iklan rang gasih dikit masuk shopee dikit masuk shopee,0
jauh msh baik,0
pasti bintang lima shopee makin mantap,1
sangat puas layan serta kirim tepat waktu,1
tepat waktu,1
banyak iklan aplikasi lain kalo iklan pasti halaman beranda susah balik ganggu serta ribet mohon maaf enggak jangan paksa,0
sedang main game online selalu temu iklan shopee terus terus udah mah durasi panjang skip sampe kali pula ribet,1
banyak diskon,1
bagus banget respon cepet pihak shopee sukses terus shopee,1
suka bgt belanja shopee banyak diskon gratis ongkir terima kasih shopee,1
sangat bagus enggak hasil uang transfer dana ovo shopeepay dll buat main gamenya nonton drama seperti tik tok supaya untung dua belah pihak update tambah aplikasi buat maju usaha shoope,0
kenapa sya punya akun pdhl blm pernah beli beli pake voucher tapi ktnya suda pernah pakai,1
bagus bikin kesel sendiri semua pegerakan lambat uda jelas mending belanja apk belah,0
jauh pernah kecewa layan shopee barang sampai baik sesuai apalagi gratis ongkir terimakasih shopee,1
login kecewa aplikasi belah login kalo lupa kode otp tinggal kirim kode buat lupa kode langsung sini akun hilang balik lagi,0
aplikasi percaya,0
belanja shopee aman hampir semua barang cepet kirim,1
makin kesini makin parah cukup kali pake spx banyak pesan gua stuck pemberitahuan ubah ubah hadeeeh bikin kapok,1
gajelas aplikasi jelek gabisa buat akun,0
guna lama harga makin naik padahal konfirmasi jual bahwa harga tetap,1
jujur agak suka sama apk tapi maaf ganggu ksih bintang aja,0
sama makin lama bukan makin profesional malah makin ancurr minggu susah bgt payment lola seringg respon ahhh payahh bener dnk maintain apknya,1
sangat puas ribet batal enak drama,0
iklan maksa banget anj dikit dikit shoppe pencet iklan buka shoope resah lama lama,0
suka banget belanja shopee banyak voucer harga murah sini drpda toko lain top deh shopee bintang kalo mah apalgi aktfn voucer vip beuh mantep deh,1
alhamdulillah apk shopee jual online seluruh indonesia makasih shopee,1
terlalu banyak rekomendasi produk kita cari muncul cari lebih oke,0
belanja mudah banyak pilih gratis ongkir diskon,1
aplikasi sangat bagus sekali,0
gratis ongkir mantap banyak potong harga kalo lagi event tanggal bulan kembar mantap,0
asyeek banget,1
akun retas orang buat ambil spinjam paylater udah lapor tetap aja harus bayar padahal ambil untung buat retas gak untung buat,0
kurir lama klo partner,0
makasih tepat waktu sesuai spek pesan,1
sedikit saran halaman pertama jangan gabung sama video leve sangan buat ngleg kan pisah kaya tik tok video sendiri leve sendiri halaman pertama suh buwat barang foto,0
sangat puas pelayannannya,1
sangat kecewa layan pusat bantu shopee sangat jelek,0
very good,1
puas layan shopee,1
sangat bantu harga ekonomis,1
beda seperti dulu baru masuk udah iklan live dll klo promo program shopee gpp klo gin bukan marketplace ramah lagi tpi kayak toktok,0
shopee pilih baik buat shoping banyak voucher diskon guna tentu batu saat kita lagi butuh paylaterr,1
murah bantu segala perlu,1
jengkel,0
mau daftar shopeepay plus voucher diskon waktu udah daftar malah ilang vouchernya gimana sih,1
kenapa harus verifikasi scan kode jelas jelas belum login baru mau login kenapa harus scan kode padahal dulu kalo baru login seperti sekarang harus seperti,0
barang sesuai pes mantap,1
kenapa sayanggg selalu aju banding terussss tolong baik,0
tiap nyari produk keluar iphone mulu error atau gimana,0
bintang gak jelas argo kirim jauh argo ajg,0
shopee skrg knp nggak langsung kasih ulas telah barang terima status pasti lacak terus padahal terima notif beri ulas ladang beberapa hari telah mungkin kembali lagi seperti awal harga cantum sesuai sedia barang beberapa tko pasang harga murah tpi telah klik nyata barang lain atau barang sold out terima kasih,1
aplikasi olshop baik indonesia serba diskon gratis ongkir good,1
sekarang chat kita balas bukan jual tapi kurang tarik kita tanya apa jawab lain ntah lahhh,0
mau login akun sendiri susah minta ampun banyak verifikasi ujung gagal padahal akun sendiri cuma pindah aja,0
canggih mudah belanja semua,0
seperti percaya sama konsumen,0
kirim lambat jdi sya coba tokopedia siapa tau cepat sampai,0
sangat bantu sangat puas,1
sangat puas dgn shopee andal belanja online,1
belanja shopee sungguh mnyenangkn dgn harga trjangkau,1
akun kenapa masih beku spaylater spinjam kan lunas tagih lagi harap pihak shopie aktif lagi udh hampir tahun kabar,0
oke keren sangat bagus shopee,1
buruk layan customer service selesai suruh tunggu,0
bismillah,1
belanja murah banyak diskon,1
hei shopee saldo shopeepay nggak tarik harus verifikasi ktp sedang ktp daftar akun lain jadi pakai ktp bapak foto buram gagal gimana dooong selesai lama shopee jengkel layan uang harga bagi jadi nggak ditranfer nyangkut shopeepay nggak apa buat belanja nggak,0
sangat mudah sekali belanja shopee apalagi jauh kota asal kita tau bijak saat beli insyaallah aman,0
maksa bgt minta download asu iklan mencet malah masuk,0
jujur banget iklan shopee ganggu sekali mereka tuh mana mana app media sosial dsb buka app sosmed dikit pasti layar alih app shopee sangat menggangu aman nyaman bagai guna smartphone telah timbang hapus uninstall shopee,1
sangat aman belanja apa shopee tahun mengunakan aplikasi belum kecewa tapi kenapa payleter tolak padahal akun level gold,0
aplikasi ragu lagi,0
gak suka iklan shopee sekarang hampir tiap orang punya shopee gak perlu tipu iklan shopee ujung buka aplikasi shopee padahal sentuh iklan pun langsung login shopee sangat ganggu jengkel,0
ogahh lagi sen shopee udahh nunggu barang dtengg gliran pas dateng kbetulan pergi ehh konfirmasi dri kurir tiba pesan ditolakk harus kurirr konfirm dong sbelum anterin pkeetnya kya apk sbelahh udahh kapok gua bli gtuii mulu udah gua nolak notif nolakk daerah pancuranmas secang magelangg kurirr songong nyebelin bner kapokk,0
beguna banget belanja pasti cepat jamin,1
kirim lama bgt status apk dalam kirim terus tapi nihil paket gak dateng udah berapa hari aneh banget padahal bkn paket cod apalagi barang cod makin lama bgt,1
baguss barang murah riah,1
belanja baik kembali dana cepat bila barang tak sesuai emang trbaiklah,1
belum kendala utk pribadi namun orang orang masih keluh banyak kasus tipu paket kosong sesuai deskripsi,0
pkir ongkir instant prioritas ongkirny lbih mahal krna ttap byar meski pkai voucher sdngkan klau instant biasa free ongkir byar prioritas krna ingin paket cpt smpai driver tdk singgah sna sni makany rela byar ongkir lbh stngahnya klau ongkir ttap sma ttap aja driver sklian antr paket lain krn mreka pkai byk aplikasi akun brbeda lama dpt driver kdang dicancel driver cba ongkirny tggi psti byk mau nerima order,1
tingkat lagi kualitas aplikasi jangan cuma bagusin tampil tapi ngertiin kami,0
bagus banget barang sini murah,1
aju komplain resmi kait layan kirim sangat profesional paket kirim sampai alamat tuju namun cara pihak justru batal oleh pihak kurir tanpa konfirmasi tanpa upaya komunikasi tanpa alas jelas tindak sangat rugi bagai langgan baik segi waktu percaya maupun butuh atas barang sebut harus kurir jalan tugas kirim sesuai prosedur masuk hubung terima apabila,0
aplikasi keren terima kasih sngt trbntu skli segi smuanya kualitas brng hrga pngiriman pngiriman lbh kerren cpt smpai estimasiny,1
sayang buat sopi,1
agak susah lihat balas jual,0
payah,0
kenapa spinjam spaylater pakai,1
aplikasi tambah jelas udah ambil jauh jalan macet masih kena langgar lambat resto pikir kita bawa pesawat kali,0
najis udh minggu pesan stuck hub karawaci tolong cek tuh hub audit klo perlu pesan stuck situ terus tadi udh siap anter masih transit situ aja bilang klo sampe kaga datang hari minta cancel malah panjang tanpa tuju udh banyak rating ulas hub karawaci sering begini masa tim shope kaga mau tindak lanjut kalo begini stop belanja shoope akhir klo emang kurang kurir blh dtng gdng,0
ekspedisi makin tahun makin lot kecewa,0
banyak diskon,1
aplikasi paling berattttt banget beda ama aplikasi belanja online lain tolong baik klo buka aplikasi egk berat,0
aplikasi mudah belanja butuh,0
assalamualaikum apk bagus tapi saran pas buka shopeenya jangan langsung video live krna buat lag gitu moga diup lancar cepat yah selain lai udah bagus,1
baik pokok segi layan fitur fitur dapat aplikasi,0
klo tambah lagi vocher promonya lagi mantap,0
jelek banget sekarang sopi klo mau pke dipke akun lain pkonya ribet bnget mau ngubah aja ribett bgett,0
kurir lama bgt kirim sebelll bgtt mana mau cod isi cuma paylater males,0
kurir spx shopee makin jelas makin kesini masalah gak pernah selesai mereka enak aja fitur cod nonaktif padahal beli rumah terus kurir shope makin gak jelas batal alas gak jelas,1
jadi cara belanja masa kini sih turut ane,1
kirim lama udah hampir minggu masih belum dateng selalu aja kirim tunda mau sampe kapan dah kalo niat ngirim mending gausah kerja,0
mantap banyak diskon,1
jujur problem banget untuk pihak shopee karna fitur hubung kurir entah fitur chat shopee langsung atau nomor kontak kerja shift riwet pusing pas status paket sedang antar tapi nyampe nyampe jam udah mepet mau kerja kurir pun engga hubung tidak fitur chat kurir kasih tau kurir jam tentu rumah paket ken ambil sendiri pas balik gin ribet,1
jasa kirim sxp hemat otak sahabat beli tolak buat tolak beli jumpa aja ngak pernah kapan tolak lokasi spx kota binjai malas download shopee lagi,0
aplikasi rekomend bnget,0
turut duka cita innalillah wainnailai kerahmatulahu abg muobin harahap ayah marahot harahap zzu sabung sipabangun dusun hutabaru moga amal ibadah terima allah swt amin,1
belanja sope gak senang kurir gak kasih kabar tiba tiba status barang tolak beli padahal nerima barang engga,1
kenapa kirim sekarang lama barang pernah satu minggu sampai akhir cancel,0
aplikasi lengkap muas semua pihak,0
barang sesuai,1
jauh sangat muas belanja shopee hanya saja toko tdk amanah klo buang pernah punya alam beli udah mahal belum bulan rusak nyata rakit dulu blum paham milih toko percaya nang,0
paket nge stuck mulu jing,1
emang mantep lahh shopee selalu gratis ongkir banyak diskon makasih shopee setia dishopee,1
sampe saat masih favorit blanja aman walopun sempat gak cod gara gak mau bayar barang telat sampe bulan sementara beli barang lain batal jual pernah batang sampe gak sesuai tapi gak say vidio unboxing tapi sekarang udh cod kembali shope lumayan bagus lah buat belanja,0
spinjam tolak padahal gak pernah telat bayar,0
makasih sdh bantu dalam belanja mudah spaylaternya sangat keren nalangin utk bulan depa klo angsur tanp bunga donk,1
shopee laku biaya subtotal ukur khusus semntara aplikasi lain akan beban langgang dalam bayar pesan,0
jasa kirim spx jelek bgt mending ilangin paket smpe semua pdl dah bayar lewat batas estimasi tolong dong shope baik kualitas kurir masalah udh bayar,0
kecewa sama sopee tipu iklan video pas beli bara sesui,0
aplikasi skrg sngt buruk pngiriman lama ngebug brg seringkali kmblikan tiba tnpa beritahu dlu hal sngt mrugikan jelas mrugikan jual maupun beli nunggu lama mana hrga ubah rugi waktu uang jangan pakai lagi aplikasi pindah lain saja pdahal member vip bgtu,0
kenapa akun shopee guna bayar cod hampir seluruh belanja akun shopee lain,0
vvhvlknhggtk rumah yanto,1
kenapa tiap laku cari barang selalu eror arah iphone terus butuh iphone blm lagi kok akun nyangkut sama dgn akun punya temen makin jelas rasa aplikasi cari produk lain arahin iphone gak waras emang,0
moga tetap baik muas langgan tetap jaga konsisten,1
lagi lagi shopee sangat bantu bisnis tak ungkap kata kata terimakasih byk shopee,0
pliss deh stop taruh iklan shope apk mana sekali iklan gampang keluar gamasalah pencet tiba ngiklan sekali iklan susah buat keluar masuk trs ganggu bgt kalian udh famous udh diinstal banyak org tanpa naruh iklan apk mana kalian bakal unggul,0
joss pokok banyak gratis ongkirnya,1
kecewa shopee,0
lumayan tapi telah banyak belanja hemat kargo jdi mahal,1
amanah bara sesuai deskripsi,1
makin lama makin jelek waktu estimasi kirim ngak pernah ubah tiba tiba paket sampai pecat aja operator waktu estimasi ngak guna,1
selalu amanah,1
sangat puas belanja shopee trimakasih buat shopee indonesia,1
dapet masalah kembali barang uang nang buruk padahal prioritas tapi tetap saja lambat tanpa pasti hanya suruh nunggu jam jam jam begitu aja terus sangat amat kecewa,0
